contact,day,month,duration,campaign,pdays,previous,poutcome,y,uid
unknown,19,jun,284,1,-1,0,unknown,no,11490
cellular,20,apr,168,3,326,1,failure,no,33474
cellular,13,may,197,2,363,2,other,no,37419
cellular,8,may,78,1,359,3,failure,no,35840
cellular,11,aug,425,2,190,1,failure,no,40784
cellular,19,aug,28,17,-1,0,unknown,no,21691
unknown,4,jun,292,1,-1,0,unknown,no,8958
cellular,3,feb,124,1,92,3,success,no,42866
cellular,22,aug,1123,4,-1,0,unknown,yes,22336
cellular,8,oct,363,2,140,7,success,yes,44962
cellular,19,nov,66,1,-1,0,unknown,no,25670
unknown,27,may,57,1,-1,0,unknown,no,43810
cellular,11,may,259,1,370,2,other,no,36032
cellular,6,aug,132,3,-1,0,unknown,no,19385
cellular,17,jul,201,1,-1,0,unknown,no,15010
cellular,20,nov,221,3,-1,0,unknown,no,26750
cellular,28,jan,102,2,-1,0,unknown,no,27956
cellular,20,nov,148,6,176,4,failure,no,26339
cellular,12,oct,143,1,-1,0,unknown,no,44996
cellular,18,may,132,1,279,2,failure,no,39077
cellular,12,jul,167,1,-1,0,unknown,no,44135
cellular,17,jul,122,17,-1,0,unknown,no,15244
unknown,28,may,166,1,-1,0,unknown,no,6650
cellular,25,jul,124,2,-1,0,unknown,no,17077
cellular,14,aug,127,2,-1,0,unknown,no,21045
cellular,12,aug,238,1,-1,0,unknown,no,40878
telephone,23,jul,329,3,-1,0,unknown,no,16494
cellular,29,jan,202,2,-1,0,unknown,no,28550
cellular,17,apr,294,1,319,4,failure,no,32527
cellular,18,may,229,2,355,1,failure,no,39022
unknown,16,jun,220,1,-1,0,unknown,no,10689
cellular,21,jul,262,3,-1,0,unknown,no,15781
unknown,5,jun,86,1,-1,0,unknown,no,9020
unknown,6,may,132,2,-1,0,unknown,no,710
unknown,5,may,189,2,-1,0,unknown,no,280
cellular,8,may,70,1,-1,0,unknown,no,35711
cellular,28,aug,148,4,-1,0,unknown,no,23465
cellular,4,feb,97,4,196,5,failure,no,30063
unknown,16,may,192,1,-1,0,unknown,no,3777
cellular,17,apr,165,3,-1,0,unknown,no,32895
unknown,27,may,88,2,-1,0,unknown,no,6501
cellular,17,apr,46,4,-1,0,unknown,no,32474
cellular,23,jul,212,2,-1,0,unknown,no,16402
cellular,3,jun,180,1,-1,0,unknown,no,40011
cellular,29,jan,381,1,247,2,failure,no,28140
telephone,8,jul,58,2,-1,0,unknown,no,13049
telephone,19,nov,123,1,-1,0,unknown,no,25627
cellular,18,nov,99,1,-1,0,unknown,no,24930
cellular,18,nov,187,2,-1,0,unknown,no,25262
unknown,23,may,201,2,-1,0,unknown,no,5217
cellular,26,apr,117,3,-1,0,unknown,no,43551
cellular,11,oct,291,1,91,4,failure,no,44970
cellular,22,aug,150,8,-1,0,unknown,no,22328
unknown,7,may,492,2,-1,0,unknown,no,872
cellular,22,may,190,1,-1,0,unknown,no,39371
cellular,7,jul,192,1,-1,0,unknown,no,13023
cellular,12,may,116,2,-1,0,unknown,no,36627
unknown,5,nov,669,1,-1,0,unknown,yes,24133
cellular,8,jul,84,3,-1,0,unknown,no,13250
cellular,14,aug,120,4,-1,0,unknown,no,21165
unknown,29,may,91,2,-1,0,unknown,no,7382
cellular,21,nov,1166,1,155,3,other,no,27069
unknown,27,jun,151,2,-1,0,unknown,no,12397
cellular,14,jul,124,3,-1,0,unknown,no,14410
cellular,18,jul,159,2,-1,0,unknown,no,15400
unknown,21,may,196,1,-1,0,unknown,no,5015
cellular,7,may,158,1,300,2,failure,no,35339
cellular,15,jul,561,2,-1,0,unknown,no,44199
unknown,12,jun,136,2,-1,0,unknown,no,10273
unknown,27,may,241,1,-1,0,unknown,no,6237
cellular,14,may,698,5,316,3,other,no,43714
unknown,7,may,516,1,-1,0,unknown,no,974
unknown,6,jun,19,18,-1,0,unknown,no,9678
cellular,20,aug,78,3,-1,0,unknown,yes,41206
unknown,27,may,322,2,-1,0,unknown,no,6219
cellular,2,feb,90,1,-1,0,unknown,no,29087
cellular,28,aug,82,7,-1,0,unknown,no,23559
unknown,20,may,265,1,-1,0,unknown,no,4470
cellular,19,aug,195,1,197,4,other,yes,41177
unknown,16,jun,145,1,-1,0,unknown,no,10581
cellular,23,jul,530,3,-1,0,unknown,no,16463
cellular,20,aug,341,3,-1,0,unknown,no,22040
unknown,13,may,117,1,-1,0,unknown,no,2410
cellular,21,apr,333,3,-1,0,unknown,yes,33693
cellular,25,jul,602,5,-1,0,unknown,no,16880
cellular,8,aug,362,4,-1,0,unknown,no,19952
cellular,18,may,242,6,-1,0,unknown,no,38737
unknown,30,may,81,2,-1,0,unknown,no,7897
cellular,15,apr,465,1,-1,0,unknown,no,32160
unknown,6,jun,82,2,-1,0,unknown,no,9460
cellular,9,feb,79,4,193,7,failure,no,30986
cellular,18,may,166,1,-1,0,unknown,no,39047
cellular,20,apr,1422,2,-1,0,unknown,yes,33480
cellular,17,nov,93,1,115,1,failure,no,24360
cellular,11,aug,153,4,-1,0,unknown,no,20293
cellular,9,sep,216,1,183,5,success,yes,44745
cellular,21,nov,13,2,-1,0,unknown,no,27551
cellular,17,apr,196,1,346,3,failure,no,32853
unknown,27,may,580,2,-1,0,unknown,no,6475
unknown,4,jun,71,1,-1,0,unknown,no,8716
unknown,23,may,1073,1,-1,0,unknown,yes,5284
telephone,13,may,65,2,-1,0,unknown,no,37422
cellular,14,jul,56,3,-1,0,unknown,no,14326
cellular,15,may,157,3,-1,0,unknown,no,38728
cellular,11,jul,891,2,-1,0,unknown,no,14078
cellular,21,aug,122,5,-1,0,unknown,no,22299
cellular,9,feb,844,2,-1,0,unknown,no,30929
cellular,18,jul,191,3,-1,0,unknown,no,15507
cellular,5,feb,132,1,-1,0,unknown,no,30248
unknown,27,may,151,1,-1,0,unknown,no,6354
unknown,8,may,234,1,-1,0,unknown,no,1414
cellular,12,may,360,1,173,1,other,no,36621
unknown,21,may,389,1,-1,0,unknown,no,4954
cellular,28,aug,638,6,-1,0,unknown,no,23609
cellular,22,aug,436,5,-1,0,unknown,no,22579
cellular,12,may,354,1,-1,0,unknown,no,36742
unknown,14,may,243,1,-1,0,unknown,no,2842
cellular,12,may,337,1,347,5,failure,no,36781
cellular,12,aug,218,5,-1,0,unknown,no,20630
cellular,5,feb,132,1,182,3,success,no,42912
unknown,2,jun,102,2,-1,0,unknown,no,8166
cellular,20,aug,881,4,-1,0,unknown,no,22010
unknown,8,may,303,3,-1,0,unknown,no,1573
cellular,20,apr,237,2,-1,0,unknown,no,33438
cellular,23,jul,952,2,-1,0,unknown,no,16330
cellular,6,aug,127,2,-1,0,unknown,no,19295
cellular,4,aug,488,2,-1,0,unknown,no,18913
unknown,17,jun,705,5,-1,0,unknown,no,11012
cellular,21,nov,846,1,100,2,success,no,26957
cellular,26,may,260,1,-1,0,unknown,no,39632
cellular,14,may,17,8,-1,0,unknown,no,37960
cellular,13,may,154,2,350,3,failure,no,37425
cellular,11,may,93,2,-1,0,unknown,no,36301
cellular,29,jan,93,1,-1,0,unknown,no,28338
cellular,17,apr,232,2,-1,0,unknown,no,32935
unknown,6,jun,97,1,-1,0,unknown,no,9437
unknown,17,jun,236,2,-1,0,unknown,no,10941
cellular,3,jun,411,1,-1,0,unknown,yes,39979
cellular,8,jul,102,1,-1,0,unknown,no,13093
cellular,4,feb,197,2,-1,0,unknown,no,30145
cellular,28,jul,219,3,-1,0,unknown,no,17211
cellular,19,nov,37,1,-1,0,unknown,no,25587
cellular,5,mar,168,2,-1,0,unknown,no,31259
cellular,9,apr,394,1,-1,0,unknown,yes,31876
unknown,14,may,316,3,-1,0,unknown,no,2792
telephone,3,sep,228,1,182,4,failure,no,44678
unknown,6,jun,261,2,-1,0,unknown,no,9542
unknown,17,jun,345,2,-1,0,unknown,no,10779
cellular,7,may,407,2,-1,0,unknown,no,35598
unknown,27,may,179,3,-1,0,unknown,no,6372
cellular,30,apr,196,1,86,1,success,no,33999
unknown,20,may,292,1,-1,0,unknown,no,4664
unknown,5,may,210,1,-1,0,unknown,no,214
unknown,19,jun,651,3,-1,0,unknown,yes,11618
unknown,21,may,345,1,-1,0,unknown,no,4883
cellular,29,aug,185,2,-1,0,unknown,no,23828
cellular,18,may,248,1,279,2,failure,no,39112
unknown,21,may,857,1,-1,0,unknown,yes,5025
cellular,4,feb,141,2,-1,0,unknown,no,29994
cellular,7,apr,615,1,137,3,failure,no,31715
cellular,6,may,124,1,167,3,failure,no,34841
cellular,4,dec,18,1,-1,0,unknown,no,27718
unknown,27,may,198,1,-1,0,unknown,no,6291
cellular,14,may,104,1,-1,0,unknown,no,37853
cellular,16,jul,406,4,-1,0,unknown,no,14945
unknown,20,jun,20,5,-1,0,unknown,no,12237
telephone,23,jul,38,1,-1,0,unknown,no,16243
cellular,15,apr,442,1,-1,0,unknown,no,32166
cellular,21,oct,307,1,208,1,success,yes,41926
telephone,6,feb,41,2,204,1,failure,no,30679
unknown,16,may,475,2,-1,0,unknown,no,3865
unknown,7,may,121,2,-1,0,unknown,no,953
cellular,25,aug,101,6,-1,0,unknown,no,22820
cellular,21,aug,138,2,-1,0,unknown,no,22221
cellular,30,jul,269,7,182,9,success,no,44346
cellular,21,nov,61,4,-1,0,unknown,no,27492
cellular,22,jul,578,1,-1,0,unknown,no,16064
cellular,8,may,207,2,-1,0,unknown,no,35931
cellular,15,jul,528,3,-1,0,unknown,no,14519
cellular,12,oct,92,1,-1,0,unknown,no,41754
cellular,19,nov,139,1,92,4,failure,no,25574
telephone,12,may,1100,2,-1,0,unknown,no,36705
unknown,30,may,103,2,-1,0,unknown,no,7738
cellular,11,oct,285,1,182,2,success,yes,44973
telephone,20,nov,172,2,-1,0,unknown,no,26820
cellular,21,jul,338,1,-1,0,unknown,no,44249
cellular,13,apr,103,1,182,3,success,yes,43459
cellular,15,may,176,1,-1,0,unknown,no,38250
unknown,8,may,1187,2,-1,0,unknown,no,1564
unknown,21,may,229,2,-1,0,unknown,no,5116
cellular,14,jul,126,6,-1,0,unknown,no,14283
cellular,28,aug,53,4,-1,0,unknown,no,23607
unknown,9,may,485,1,-1,0,unknown,no,1711
unknown,2,jun,360,3,-1,0,unknown,no,8261
unknown,23,may,82,7,-1,0,unknown,no,5512
cellular,19,nov,85,2,-1,0,unknown,no,26075
cellular,4,feb,101,1,-1,0,unknown,no,29914
cellular,18,nov,67,1,105,1,failure,no,24777
cellular,28,jan,203,1,-1,0,unknown,no,27841
telephone,19,nov,433,1,113,1,failure,no,25950
cellular,15,feb,337,1,95,2,success,yes,43045
cellular,14,apr,553,2,316,1,other,no,32048
cellular,4,may,643,1,-1,0,unknown,yes,34216
cellular,13,aug,202,1,83,5,failure,no,41027
unknown,14,may,89,7,-1,0,unknown,no,3103
cellular,14,jan,203,1,87,2,other,yes,42666
unknown,21,may,142,10,-1,0,unknown,no,5199
unknown,8,may,176,1,-1,0,unknown,no,1323
cellular,4,feb,72,1,-1,0,unknown,no,29915
unknown,3,jun,380,4,-1,0,unknown,no,8630
unknown,21,may,164,1,-1,0,unknown,no,4831
unknown,15,may,401,7,-1,0,unknown,no,3528
unknown,26,may,99,1,-1,0,unknown,no,5931
telephone,27,nov,341,4,94,3,failure,no,42375
cellular,21,nov,9,3,185,2,failure,no,27661
cellular,20,nov,142,3,-1,0,unknown,no,26467
cellular,11,may,76,2,304,2,failure,no,36293
cellular,19,jul,230,2,164,2,failure,yes,44231
cellular,16,jul,239,1,-1,0,unknown,no,14827
cellular,25,aug,69,4,-1,0,unknown,no,22802
unknown,6,jun,431,2,-1,0,unknown,no,9377
cellular,15,may,311,1,-1,0,unknown,no,38342
cellular,22,jul,163,2,-1,0,unknown,no,16109
cellular,29,jan,1165,1,-1,0,unknown,yes,28244
unknown,20,jun,161,7,-1,0,unknown,no,11852
unknown,2,jun,178,2,-1,0,unknown,no,8296
telephone,9,feb,11,8,-1,0,unknown,no,30823
cellular,15,jul,439,2,-1,0,unknown,no,14531
cellular,13,may,484,3,364,1,other,no,37368
cellular,8,may,374,2,-1,0,unknown,no,35794
cellular,20,apr,82,1,-1,0,unknown,no,33379
unknown,20,jun,273,1,-1,0,unknown,no,11746
telephone,12,oct,261,1,187,1,success,yes,41748
cellular,26,aug,77,4,-1,0,unknown,no,23121
cellular,26,aug,436,2,-1,0,unknown,no,23061
cellular,23,jul,148,1,-1,0,unknown,no,16322
unknown,14,may,163,3,-1,0,unknown,no,2786
cellular,5,may,247,1,-1,0,unknown,no,34594
cellular,21,jul,71,9,-1,0,unknown,no,15788
unknown,18,nov,251,1,-1,0,unknown,no,25049
cellular,17,apr,301,2,-1,0,unknown,no,32816
unknown,17,jun,88,2,-1,0,unknown,no,11048
cellular,14,sep,230,1,91,4,success,yes,44785
unknown,20,jul,5,1,791,1,failure,no,44244
cellular,3,jun,385,2,96,5,success,yes,39991
unknown,9,jun,76,1,-1,0,unknown,no,9797
cellular,17,nov,102,1,-1,0,unknown,no,24437
cellular,5,feb,52,1,8,7,other,no,30349
cellular,14,may,241,2,365,10,failure,no,37988
telephone,17,apr,82,4,-1,0,unknown,no,32700
cellular,29,jan,483,2,266,1,failure,no,28604
cellular,16,jul,143,1,-1,0,unknown,no,14865
cellular,11,aug,222,3,182,4,success,yes,44527
unknown,20,jun,160,2,-1,0,unknown,no,12064
unknown,8,may,191,2,-1,0,unknown,no,1491
cellular,6,feb,427,3,-1,0,unknown,no,30781
cellular,13,aug,104,10,-1,0,unknown,no,20780
cellular,12,aug,454,3,-1,0,unknown,no,20645
unknown,27,may,191,1,-1,0,unknown,no,6330
cellular,25,jul,386,2,-1,0,unknown,no,17124
cellular,30,jul,149,2,-1,0,unknown,no,18015
telephone,26,oct,228,1,-1,0,unknown,yes,24088
cellular,31,jul,67,3,-1,0,unknown,no,18648
cellular,14,may,646,5,-1,0,unknown,yes,37674
cellular,14,may,246,1,-1,0,unknown,no,37918
unknown,5,jun,67,2,-1,0,unknown,no,9276
cellular,15,may,1002,4,-1,0,unknown,yes,38629
cellular,11,aug,329,2,181,8,success,yes,44518
unknown,28,may,302,1,-1,0,unknown,no,6776
cellular,4,may,12,7,91,1,other,no,34350
unknown,14,may,32,3,-1,0,unknown,no,3126
cellular,3,feb,140,1,366,2,failure,yes,42857
cellular,28,jul,219,2,-1,0,unknown,no,17230
unknown,6,may,155,2,-1,0,unknown,no,741
cellular,18,aug,116,9,-1,0,unknown,no,21256
cellular,18,may,296,1,-1,0,unknown,no,38881
unknown,12,aug,17,1,-1,0,unknown,no,44542
cellular,3,dec,274,1,230,1,success,yes,42408
telephone,10,jul,245,1,-1,0,unknown,no,13907
unknown,28,may,160,2,-1,0,unknown,no,6992
cellular,4,feb,94,5,184,1,success,yes,42874
cellular,15,may,1598,4,175,5,failure,yes,38729
cellular,17,apr,112,1,-1,0,unknown,no,32632
cellular,7,may,924,3,-1,0,unknown,no,35486
cellular,14,may,11,5,-1,0,unknown,no,37724
unknown,16,may,1135,2,-1,0,unknown,no,3965
cellular,28,sep,341,3,98,3,success,yes,41642
unknown,9,may,659,2,-1,0,unknown,no,1663
cellular,28,jan,122,1,-1,0,unknown,no,27996
cellular,22,jul,255,1,-1,0,unknown,no,15964
cellular,8,jul,312,2,-1,0,unknown,no,13237
cellular,24,apr,160,1,-1,0,unknown,yes,33806
cellular,18,may,268,1,355,1,failure,no,38938
cellular,19,aug,129,11,-1,0,unknown,no,21554
cellular,14,may,410,5,-1,0,unknown,no,38008
unknown,6,may,193,1,-1,0,unknown,no,609
cellular,21,nov,9,7,-1,0,unknown,no,27655
cellular,17,nov,430,1,-1,0,unknown,no,24294
unknown,5,jun,127,2,-1,0,unknown,no,9106
telephone,30,jul,89,2,-1,0,unknown,no,17901
cellular,30,jul,70,2,-1,0,unknown,no,17994
telephone,14,aug,187,4,-1,0,unknown,no,21090
cellular,5,aug,766,2,-1,0,unknown,yes,19129
cellular,7,may,609,1,337,1,success,yes,35279
cellular,25,jul,170,3,-1,0,unknown,no,17113
cellular,20,apr,78,1,-1,0,unknown,no,33409
cellular,20,apr,345,2,341,6,other,no,33074
cellular,25,aug,66,9,-1,0,unknown,no,22682
unknown,24,jun,22,1,-1,0,unknown,no,43987
unknown,26,may,109,7,-1,0,unknown,no,5844
unknown,6,may,684,2,-1,0,unknown,no,664
cellular,11,jul,172,2,-1,0,unknown,no,14219
telephone,28,jan,170,2,240,1,other,no,28003
cellular,20,nov,220,1,190,1,failure,no,26354
cellular,25,jul,142,1,-1,0,unknown,no,16993
cellular,29,jul,90,2,-1,0,unknown,no,17815
cellular,30,jan,44,1,200,4,failure,no,28836
unknown,28,may,513,2,-1,0,unknown,no,7045
cellular,8,jul,290,1,-1,0,unknown,no,13073
cellular,5,aug,68,1,-1,0,unknown,no,19088
cellular,8,jul,86,2,-1,0,unknown,no,13188
cellular,4,feb,255,2,-1,0,unknown,no,30070
cellular,13,oct,61,1,-1,0,unknown,no,41765
unknown,26,may,152,2,-1,0,unknown,no,5808
unknown,5,may,366,2,-1,0,unknown,no,213
cellular,16,nov,183,1,94,1,success,yes,42297
unknown,15,may,49,1,-1,0,unknown,no,3423
cellular,19,nov,328,1,-1,0,unknown,no,25936
cellular,3,jun,167,1,-1,0,unknown,no,40016
cellular,7,aug,341,5,-1,0,unknown,yes,19731
cellular,11,may,496,1,-1,0,unknown,no,36078
cellular,29,aug,299,3,-1,0,unknown,no,23935
cellular,24,jul,577,3,-1,0,unknown,no,16825
cellular,9,apr,265,1,323,5,failure,no,31944
cellular,22,may,119,1,-1,0,unknown,no,39375
cellular,28,jan,942,2,-1,0,unknown,no,28038
unknown,20,jun,95,1,-1,0,unknown,no,11725
cellular,4,feb,119,1,251,1,failure,no,29738
telephone,19,nov,46,2,-1,0,unknown,no,26069
cellular,30,jul,65,2,-1,0,unknown,no,17937
cellular,20,nov,340,1,-1,0,unknown,no,26447
cellular,26,may,112,1,-1,0,unknown,no,39627
unknown,25,feb,32,1,-1,0,unknown,no,43142
cellular,16,jul,255,2,-1,0,unknown,no,14981
unknown,21,may,672,6,-1,0,unknown,no,5186
cellular,11,may,547,1,-1,0,unknown,no,36055
unknown,15,may,93,1,-1,0,unknown,no,3320
unknown,2,jun,120,2,-1,0,unknown,no,8278
cellular,22,aug,336,10,-1,0,unknown,yes,22355
unknown,11,jun,157,6,-1,0,unknown,no,10215
cellular,5,aug,147,2,-1,0,unknown,no,19185
unknown,30,may,138,1,-1,0,unknown,no,7599
unknown,2,jun,599,2,-1,0,unknown,no,8141
cellular,28,jan,273,2,-1,0,unknown,no,27915
unknown,8,may,69,2,-1,0,unknown,no,1320
cellular,21,apr,464,4,-1,0,unknown,yes,33714
cellular,24,jul,53,5,-1,0,unknown,no,16620
cellular,23,jul,471,2,-1,0,unknown,no,16300
telephone,16,dec,443,1,-1,0,unknown,yes,42503
cellular,12,may,339,2,369,3,failure,no,36959
cellular,11,jan,202,1,91,1,success,yes,42603
unknown,5,may,204,1,-1,0,unknown,no,144
cellular,19,aug,256,2,-1,0,unknown,no,21569
telephone,12,aug,345,1,178,20,failure,yes,44530
cellular,18,nov,95,1,-1,0,unknown,no,24914
cellular,15,may,268,1,-1,0,unknown,no,38413
cellular,8,jun,252,5,-1,0,unknown,no,40199
cellular,15,jul,84,5,-1,0,unknown,no,14716
cellular,4,aug,218,1,-1,0,unknown,yes,40614
cellular,7,jul,152,2,-1,0,unknown,no,12925
cellular,12,may,366,1,172,4,success,no,36573
unknown,15,may,1257,3,-1,0,unknown,yes,3315
cellular,15,may,34,10,331,16,other,no,38703
unknown,4,jun,167,1,-1,0,unknown,no,8919
cellular,6,mar,229,1,-1,0,unknown,yes,31278
cellular,18,jul,191,1,-1,0,unknown,no,15318
cellular,5,may,17,3,-1,0,unknown,no,34483
cellular,16,jul,195,1,-1,0,unknown,no,14819
cellular,25,aug,115,6,-1,0,unknown,no,22749
unknown,30,may,1044,5,-1,0,unknown,yes,7927
telephone,14,sep,279,3,92,9,success,yes,44780
cellular,22,jun,111,5,-1,0,unknown,no,40360
cellular,31,aug,268,8,-1,0,unknown,yes,41372
cellular,7,apr,103,1,-1,0,unknown,no,31690
cellular,19,oct,218,1,151,5,other,no,45055
cellular,25,sep,399,2,-1,0,unknown,no,41629
cellular,27,aug,97,7,-1,0,unknown,no,23379
telephone,17,nov,180,1,-1,0,unknown,no,24373
cellular,11,may,177,4,367,1,failure,no,36275
cellular,19,nov,21,10,-1,0,unknown,no,25914
cellular,5,may,348,1,-1,0,unknown,no,34595
unknown,20,may,148,5,-1,0,unknown,no,4386
cellular,10,sep,276,1,-1,0,unknown,no,41535
cellular,4,aug,147,1,-1,0,unknown,no,18848
cellular,2,jul,566,1,395,2,success,yes,40418
cellular,20,apr,410,2,-1,0,unknown,no,33516
cellular,9,feb,181,9,-1,0,unknown,no,30816
cellular,18,may,130,2,-1,0,unknown,no,39214
unknown,9,jun,302,1,-1,0,unknown,no,9876
cellular,13,aug,78,2,-1,0,unknown,no,40981
unknown,30,may,358,4,-1,0,unknown,no,7814
cellular,29,apr,250,3,-1,0,unknown,yes,43588
cellular,13,may,95,1,357,1,failure,no,37057
telephone,21,apr,847,2,-1,0,unknown,yes,33718
cellular,12,apr,147,1,188,1,success,no,43450
unknown,28,may,187,3,-1,0,unknown,no,7010
cellular,7,aug,250,3,-1,0,unknown,no,19729
unknown,9,may,150,1,-1,0,unknown,no,1907
telephone,4,may,15,5,-1,0,unknown,no,34234
cellular,9,apr,175,1,-1,0,unknown,no,31937
unknown,14,nov,179,1,-1,0,unknown,yes,24183
cellular,21,aug,53,1,-1,0,unknown,no,41226
cellular,6,may,109,1,87,2,failure,no,43640
cellular,2,jul,342,2,-1,0,unknown,yes,40406
cellular,6,may,530,1,-1,0,unknown,yes,34808
cellular,13,aug,275,12,-1,0,unknown,no,20938
cellular,4,feb,820,3,-1,0,unknown,no,30143
cellular,12,may,918,1,-1,0,unknown,yes,36693
cellular,28,oct,210,1,-1,0,unknown,no,42026
cellular,20,apr,285,1,-1,0,unknown,no,33182
unknown,12,may,144,7,-1,0,unknown,no,2076
cellular,7,may,190,1,276,1,other,no,35388
cellular,11,aug,250,4,-1,0,unknown,no,20203
cellular,22,sep,263,1,184,6,success,yes,44844
unknown,5,may,140,1,-1,0,unknown,no,188
unknown,19,jun,11,7,-1,0,unknown,no,11566
unknown,15,may,305,3,-1,0,unknown,no,3196
unknown,21,may,262,2,-1,0,unknown,no,4797
unknown,26,may,111,1,-1,0,unknown,no,5876
cellular,8,jul,217,1,-1,0,unknown,no,13203
unknown,30,may,265,3,-1,0,unknown,no,7741
cellular,8,jul,141,1,-1,0,unknown,no,40550
unknown,17,jun,115,2,-1,0,unknown,no,10954
cellular,3,feb,88,5,251,3,failure,no,29602
cellular,2,feb,165,1,188,4,failure,no,29100
cellular,8,may,197,2,-1,0,unknown,no,35828
cellular,11,may,295,1,370,1,failure,no,36160
cellular,6,may,181,1,-1,0,unknown,no,34844
cellular,5,may,238,3,340,2,failure,no,34707
cellular,1,jun,84,1,-1,0,unknown,yes,39780
cellular,17,jul,59,2,-1,0,unknown,no,14995
cellular,29,jul,246,4,-1,0,unknown,no,17771
cellular,5,feb,232,1,365,1,failure,no,42902
cellular,11,aug,40,5,-1,0,unknown,no,20391
cellular,11,aug,135,6,-1,0,unknown,no,20291
cellular,29,aug,8,9,-1,0,unknown,no,24034
cellular,8,jul,355,1,-1,0,unknown,no,13270
cellular,5,may,286,1,252,3,failure,no,34473
unknown,30,may,170,4,-1,0,unknown,no,7700
cellular,6,may,403,1,345,1,failure,no,34793
cellular,27,may,187,2,71,1,success,yes,39725
unknown,3,jun,816,2,-1,0,unknown,no,8649
cellular,6,may,225,2,-1,0,unknown,no,34866
cellular,6,aug,150,4,-1,0,unknown,no,19317
cellular,12,may,366,1,-1,0,unknown,no,36676
cellular,3,dec,352,1,-1,0,unknown,yes,42401
unknown,8,may,205,4,-1,0,unknown,no,1513
telephone,11,may,437,2,361,5,failure,no,36407
cellular,17,nov,324,1,172,1,failure,no,24204
cellular,6,aug,221,12,-1,0,unknown,no,19289
cellular,25,aug,113,3,-1,0,unknown,no,22857
unknown,19,jun,69,2,-1,0,unknown,no,11552
unknown,6,may,31,3,-1,0,unknown,no,714
cellular,18,nov,244,2,168,1,other,no,25235
unknown,3,jul,84,1,-1,0,unknown,no,12545
unknown,16,may,184,2,-1,0,unknown,no,3800
cellular,23,apr,106,3,-1,0,unknown,no,33790
telephone,2,feb,51,2,-1,0,unknown,no,29306
cellular,14,jul,126,3,-1,0,unknown,no,14371
cellular,8,mar,111,3,585,6,other,no,43237
telephone,5,feb,398,4,189,12,success,no,30181
cellular,3,feb,264,2,-1,0,unknown,no,29633
cellular,25,aug,115,7,-1,0,unknown,no,22665
unknown,14,may,161,2,-1,0,unknown,no,2978
unknown,15,may,214,4,-1,0,unknown,no,3625
telephone,25,jun,359,5,-1,0,unknown,no,43998
cellular,14,jul,119,2,-1,0,unknown,no,14332
cellular,28,jul,66,19,-1,0,unknown,no,17326
cellular,22,sep,208,2,-1,0,unknown,yes,44846
unknown,19,jun,512,1,-1,0,unknown,yes,11451
unknown,15,may,192,1,-1,0,unknown,no,3221
cellular,18,aug,119,7,-1,0,unknown,no,21334
cellular,8,may,171,1,-1,0,unknown,no,35702
cellular,25,aug,84,4,-1,0,unknown,no,22712
cellular,13,oct,92,1,327,1,failure,no,41770
cellular,4,may,362,5,-1,0,unknown,no,34393
cellular,31,jul,120,3,-1,0,unknown,no,18754
unknown,12,may,246,1,-1,0,unknown,no,2207
telephone,21,nov,69,2,-1,0,unknown,no,27662
unknown,19,jun,32,1,-1,0,unknown,no,11500
unknown,26,may,279,5,-1,0,unknown,no,6063
cellular,8,aug,82,2,-1,0,unknown,no,19789
telephone,19,nov,319,1,-1,0,unknown,no,25825
telephone,1,jun,192,1,-1,0,unknown,no,39806
cellular,15,may,16,5,365,1,failure,no,38635
cellular,17,nov,79,2,118,3,failure,no,24403
cellular,7,sep,587,1,-1,0,unknown,yes,41469
cellular,18,may,166,1,349,5,other,no,38867
cellular,5,aug,459,2,-1,0,unknown,no,19172
unknown,27,may,350,4,-1,0,unknown,no,6516
cellular,19,nov,498,1,-1,0,unknown,no,25698
cellular,13,may,805,2,-1,0,unknown,no,37450
unknown,28,may,83,2,-1,0,unknown,no,6799
cellular,16,nov,257,1,-1,0,unknown,yes,42319
cellular,16,jul,513,1,-1,0,unknown,no,14882
cellular,16,jul,350,1,-1,0,unknown,no,14891
cellular,5,may,195,1,-1,0,unknown,no,34722
unknown,20,jun,27,1,-1,0,unknown,no,11765
cellular,2,feb,467,2,-1,0,unknown,yes,29344
unknown,21,may,53,3,-1,0,unknown,no,4961
telephone,1,sep,194,2,189,2,failure,no,44646
cellular,2,nov,204,1,186,7,success,no,42109
cellular,26,aug,101,4,-1,0,unknown,no,23064
cellular,13,may,204,1,331,3,success,no,37187
cellular,28,jul,88,3,-1,0,unknown,no,17388
cellular,11,aug,53,4,-1,0,unknown,no,20202
cellular,25,jul,212,2,-1,0,unknown,no,16876
unknown,6,may,1623,1,-1,0,unknown,yes,447
cellular,18,may,44,1,355,3,failure,no,38993
cellular,2,feb,511,1,-1,0,unknown,no,42831
unknown,19,may,259,1,-1,0,unknown,no,4221
cellular,11,aug,103,6,-1,0,unknown,no,20264
cellular,8,may,364,1,262,2,failure,no,35757
cellular,2,jun,282,2,385,1,success,yes,39855
unknown,15,may,103,1,-1,0,unknown,no,3507
cellular,17,jul,686,1,-1,0,unknown,no,15054
cellular,7,may,155,1,282,5,failure,no,35350
cellular,16,apr,144,4,-1,0,unknown,yes,32196
cellular,3,feb,150,4,-1,0,unknown,no,29581
cellular,15,apr,520,3,146,2,failure,no,32179
telephone,13,may,185,1,370,3,failure,no,37219
